Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q10,Q11,Q13_Part_1,Q13_Part_2,Q13_Part_3,Q13_Part_4,Q13_Part_5,Q13_Part_6,Q13_Part_7,Q13_Part_8,Q13_Part_9,Q13_Part_10,Q13_Part_11,Q13_Part_12,Q14,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q14_OTHER_TEXT,Q15,Q16_Part_1,Q16_Part_2,Q16_Part_3,Q16_Part_4,Q16_Part_5,Q16_Part_6,Q16_Part_7,Q16_Part_8,Q16_Part_9,Q16_Part_10,Q18_Part_1,Q18_Part_2,Q18_Part_3,Q18_Part_4,Q18_Part_5,Q18_Part_6,Q18_Part_7,Q18_Part_8,Q18_Part_9,Q18_Part_10,Q19,Q20_Part_1,Q20_Part_2,Q20_Part_3,Q20_Part_4,Q20_Part_5,Q20_Part_6,Q20_Part_7,Q20_Part_8,Q20_Part_9,Q20_Part_10,Q21_Part_1,Q23,Q24_Part_1,Q24_Part_2,Q24_Part_3,Q24_Part_4,Q24_Part_5,Q24_Part_6,Q24_Part_7,Q24_Part_8,Q24_Part_9,Q24_Part_10,Q25_Part_1,Q25_Part_2,Q25_Part_3,Q25_Part_4,Q25_Part_5,Q25_Part_6,Q25_Part_7,Q25_Part_8,Q26_Part_1,Q26_Part_2,Q26_Part_3,Q26_Part_4,Q26_Part_5,Q27_Part_1,Q27_Part_2,Q27_Part_3,Q27_Part_4,Q28_Part_1,Q28_Part_2,Q28_Part_3,Q28_Part_4,Q28_Part_5,Q28_Part_6,Q28_Part_7,Q28_Part_8,Q28_Part_9,Q28_Part_10,Q29_Part_1,Q29_Part_2,Q29_Part_3,Q29_Part_4,Q29_Part_5,Q29_Part_6,Q29_Part_7,Q29_Part_8,Q29_Part_9,Q29_Part_10,Q34_Part_1,Q34_Part_2,Q34_Part_3,Q34_Part_4,Q34_Part_5,Q34_Part_6,Q34_Part_7,Q34_Part_8,Q34_Part_9,Q34_Part_10
18-21,Male,United States of America,Bachelors degree,Student,,,,,,,,,,,,,,,,,,,,,,,None,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,-1,-1,-1,-1,-1,< 1 years,,,,,,,  Spyder  ,,,,Python,,,,,,,,,,Python,, Matplotlib ,,,,,, Seaborn ,,,,< 1 years,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Female,United States of America,Bachelors degree,Not employed,,,,,,,,,,,,,,Coursera,edX,,DataQuest,Kaggle Courses (i.e. Kaggle Learn),,Udemy,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,35,-1,-1,1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm ,,,,,,,,Python,,SQL,,,,,,Bash,,Python,, Matplotlib ,,,,,, Seaborn ,,,,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,"Automated model selection (e.g. auto-sklearn, xcessiv)",,"Automated hyperparameter tuning (e.g. hyperopt, ray.tune)",,,,,,,,,,,,,  Scikit-learn ,,, RandomForest,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Female,United States of America,Masters degree,Product/Project Manager,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,,,,,,,,"125,000-149,999","$1000-$9,999",Udacity,,,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),Fast.ai,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",32,-1,-1,-1,-1,-1,5-10 years,, RStudio ,,,,,,,,  Sublime Text  ,,R,SQL,,,,,,,,Python, Ggplot / ggplot2 ,,,,,,,,,,CPUs,4-5 years,Linear or Logistic Regression,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft SQL Server,,,,,,
30-34,Male,United States of America,Masters degree,Other,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,"70,000-79,999","> $100,000 ($USD)",,Coursera,edX,DataCamp,,,,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,20,-1,-1,5-10 years,,,,,,,,,,,,R,,,,,,,,,R, Ggplot / ggplot2 ,,, Shiny ,,,,,,,,< 1 years,Linear or Logistic Regression,,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Male,United States of America,Bachelors degree,Other,"> 10,000 employees",I do not know,,,,,,,,,"100,000-124,999",$1-$99,Udacity,Coursera,edX,,,,,,,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",-1,-1,-1,-1,3,-1,1-2 years,,,,,,,,,  Notepad++  ,,Python,,,,,,,,,,Python,,,,,,,,,,,CPUs,1-2 years,,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,,,None,,,,,,"Generative Networks (GAN, VAE, etc)",,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,"125,000-149,999","> $100,000 ($USD)",,Coursera,edX,DataCamp,,,,,,University Courses (resulting in a university degree),,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",-1,-1,-1,-1,1,-1,5-10 years,, RStudio , PyCharm ,,, Visual Studio / Visual Studio Code ,,,,,Python,R,SQL,,,,,,,,SQL, Ggplot / ggplot2 ,,, Shiny ,, Plotly / Plotly Express ,,,,,CPUs,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,,, Keras , RandomForest, Xgboost ,, Caret ,, Spark MLib ,,, Amazon Web Services (AWS) ,,,,,,,,,,PostgresSQL,,,,,,,,
25-29,Male,United States of America,Masters degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,"100,000-124,999","$10,000-$99,999",,,,,,,,,,,None,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,6,-1,-1,3-5 years,, RStudio ,,,,,,,,,,R,SQL,,,,,,,,Python, Ggplot / ggplot2 ,,,,, Plotly / Plotly Express ,,,,,,3-4 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,,,, RandomForest, Xgboost ,, Caret ,,,,,, Microsoft Azure ,,,,,, VMware Cloud ,,,,,Microsoft SQL Server,,,,,Azure SQL Database,
55-59,Female,United States of America,Bachelors degree,Product/Project Manager,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,,,,,,,,"100,000-124,999",$100-$999,,Coursera,,,,,,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,-1,-1,-1,-1,-1,3-5 years,, RStudio ,,,,,,,,,,R,,,,,,,,,Java, Ggplot / ggplot2 ,,,,,,,,,,,4-5 years,Linear or Logistic Regression,,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,, Amazon Web Services (AWS) , Microsoft Azure ,,,,,,,,,,,,,,,,,
25-29,Male,United States of America,Doctoral degree,Other,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,"70,000-79,999",$0 (USD),,,edX,DataCamp,,,,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,6,-1,-1,< 1 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,, Visual Studio / Visual Studio Code ,,,,,Python,R,,,,,,,,,SQL,,,,,,,,,,,CPUs,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,,,None,,,,,,,,,,,,,, RandomForest, Xgboost ,, Caret ,,,,,,,,,,,,,,,,,,,,,,,
50-54,Male,United States of America,Masters degree,Data Analyst,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,"125,000-149,999","> $100,000 ($USD)",,,,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),,Udemy,LinkedIn Learning,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",-1,-1,71,-1,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,, Visual Studio / Visual Studio Code ,  Spyder  ,,  Notepad++  ,,Python,,SQL,,,Java,Javascript,,,,SQL,, Matplotlib ,,, D3.js ,,, Seaborn ,,,CPUs,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,, Keras , RandomForest,,,,,,, Google Cloud Platform (GCP) ,,,,,,, SAP Cloud ,,,,PostgresSQL,SQLite,Microsoft SQL Server,Oracle Database,Microsoft Access,,,,
18-21,Male,United States of America,Bachelors degree,Business Analyst,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,,,,,,,"80,000-89,999",$100-$999,,Coursera,edX,,,,,,LinkedIn Learning,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,0,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,, Visual Studio / Visual Studio Code ,,  Vim / Emacs  ,,,Python,,,,,,Javascript,TypeScript,,,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,2-3 years,Linear or Logistic Regression,,,,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,,,,,,,,, Google Cloud Platform (GCP) ,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Software Engineer,"1000-9,999 employees",No (we do not use ML methods),,,,,,,,,"90,000-99,999",$0 (USD),Udacity,Coursera,edX,DataCamp,,Kaggle Courses (i.e. Kaggle Learn),Fast.ai,Udemy,LinkedIn Learning,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,592,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,, Visual Studio / Visual Studio Code ,,,,,Python,R,SQL,,,,Javascript,TypeScript,,,Python, Ggplot / ggplot2 , Matplotlib ,,, D3.js , Plotly / Plotly Express ,, Seaborn ,,,CPUs,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,"Automated model selection (e.g. auto-sklearn, xcessiv)",,,,,,,"Image segmentation methods (U-Net, Mask R-CNN, etc)",,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",,,,,,  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost , PyTorch ,, LightGBM ,, Fast.ai ,,,,,,,,,,,,,,,,,,,,
30-34,Male,United States of America,Masters degree,Not employed,,,,,,,,,,,,,,Coursera,edX,DataCamp,,,,Udemy,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,593,-1,-1,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,,,,,,,,,Python,R,,,,,,,,,Python, Ggplot / ggplot2 , Matplotlib ,,,,,, Seaborn ,,,,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost ,, Caret ,,,,,,,,,,,,,,,,,,,,,,,
55-59,Male,United States of America,Masters degree,Data Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,"200,000-249,999","$10,000-$99,999",,,,,,,,,,University Courses (resulting in a university degree),,,Other,-1,-1,-1,-1,-1,141,20+ years,,, PyCharm ,,,,,,,,Python,,SQL,,,Java,,,Bash,,Python,,,,,,,,,,,CPUs,20+ years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,, Xgboost ,,,,,, Google Cloud Platform (GCP) , Amazon Web Services (AWS) ,,,,,,,,,MySQL,,,Microsoft SQL Server,,,AWS Relational Database Service,,,
35-39,Male,Canada,Some college/university study without earning a bachelors degree,Other,0-49 employees,No (we do not use ML methods),,,,,,,,,"40,000-49,999",$0 (USD),,Coursera,,,,Kaggle Courses (i.e. Kaggle Learn),,Udemy,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,82,-1,-1,3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,, Visual Studio / Visual Studio Code ,  Spyder  ,,,,Python,,,,,,,,,,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,"Automated model selection (e.g. auto-sklearn, xcessiv)",,,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-34,Male,Canada,Masters degree,Data Scientist,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,"60,000-69,999",$100-$999,,,edX,,,Kaggle Courses (i.e. Kaggle Learn),,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,82,-1,-1,1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,, Visual Studio / Visual Studio Code ,,,,,Python,,SQL,,,,,,Bash,,Python,, Matplotlib ,,,,,,,,,CPUs,3-4 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,,None,,,,,,,,,,,  Scikit-learn ,,, RandomForest,,,,,,,, Amazon Web Services (AWS) ,,,,,,,,,,PostgresSQL,,Microsoft SQL Server,,,,,,
35-39,Male,United States of America,Doctoral degree,Statistician,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"90,000-99,999","> $100,000 ($USD)",,,,,,,,,,University Courses (resulting in a university degree),,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,6,-1,-1,10-20 years,, RStudio ,,,,,,,,,,R,,C,C++,,,,,,R, Ggplot / ggplot2 ,,, Shiny ,,,,,,,CPUs,10-15 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,,,,,None,,,,,,,,,,,,,, RandomForest,,,,,,,,,,,,,,,,,,,,,,,,,,
50-54,Male,United States of America,Bachelors degree,Data Scientist,50-249 employees,We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,"200,000-249,999","$1000-$9,999",Udacity,Coursera,,DataCamp,,,,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,0,-1,-1,10-20 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",,,,,,,,,,Python,,SQL,,C++,,,,,,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,"Transformer Networks (BERT, gpt-2, etc)",,,,,,"Automation of full ML pipelines (e.g. Google AutoML, H20 Driverless AI)",,,,,,,,"Word embeddings/vectors (GLoVe, fastText, word2vec)","Encoder-decorder models (seq2seq, vanilla transformers)",,"Transformer language models (GPT-2, BERT, XLnet, etc)",,  TensorFlow ,,, Xgboost , PyTorch ,, LightGBM ,,, Google Cloud Platform (GCP) , Amazon Web Services (AWS) , Microsoft Azure ,,,,,,,,,PostgresSQL,SQLite,,,,,,,
30-34,Male,United States of America,Bachelors degree,Other,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,"250,000-299,999","$10,000-$99,999",,,,DataCamp,,,,,,,,Other,Other,-1,-1,-1,-1,-1,144,5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio , PyCharm ,,,,,,  Notepad++  ,  Sublime Text  ,Python,R,SQL,,,,,,,,SQL,,,, Shiny ,,,,,,,,3-4 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,,"Automation of full ML pipelines (e.g. Google AutoML, H20 Driverless AI)",,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,, RandomForest, Xgboost ,,, LightGBM ,,, Google Cloud Platform (GCP) , Amazon Web Services (AWS) , Microsoft Azure ,,,,,,,,,,,Microsoft SQL Server,,,,,Azure SQL Database,
30-34,Male,United States of America,Bachelors degree,Data Scientist,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"200,000-249,999",$100-$999,,Coursera,,,,,,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",-1,-1,-1,601,-1,-1,10-20 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm ,,,,,  Vim / Emacs  ,,  Sublime Text  ,Python,R,SQL,,,,,,,,Python,, Matplotlib ,,,,,, Seaborn ,,,CPUs,10-15 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,,,,,,,,,,,"Automation of full ML pipelines (e.g. Google AutoML, H20 Driverless AI)",,,,,,,,,,,,,  TensorFlow , Keras , RandomForest, Xgboost ,,,,,,, Amazon Web Services (AWS) ,,,,,,,,,,PostgresSQL,,,,,,,,
55-59,Male,Canada,Doctoral degree,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,"200,000-249,999","> $100,000 ($USD)",,,,,,,,,LinkedIn Learning,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",-1,-1,-1,-1,132,-1,20+ years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",, PyCharm ,,,,,,,,Python,,SQL,,,,,,,,Python,, Matplotlib ,,,, Plotly / Plotly Express ,, Seaborn ,,,CPUs,20+ years,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,Generative Adversarial Networks,,,,"Automated feature engineering/selection (e.g. tpot, boruta_py)","Automated model selection (e.g. auto-sklearn, xcessiv)",,,,,,,,,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)","Generative Networks (GAN, VAE, etc)",,,,,  Scikit-learn ,  TensorFlow , Keras ,, Xgboost ,,,,,,, Amazon Web Services (AWS) ,,,,,,,,,,,,,,,AWS Relational Database Service,,,
30-34,Male,United States of America,Bachelors degree,Statistician,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)",Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,"60,000-69,999","> $100,000 ($USD)",,,,,,,,Udemy,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,-1,-1,-1,-1,-1,3-5 years,, RStudio ,,,,,,,,,,R,,,,,,,,,Python, Ggplot / ggplot2 ,,,,,,,,,,CPUs,3-4 years,Linear or Logistic Regression,,,,,,,,Recurrent Neural Networks,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oracle Database,,,,,
